Freq.	V(n008)
1.20226443461741e+04	-1.41781689225055e-06,-4.59131124657502e-05
1.23026877081238e+04	-1.55685490938322e-06,-4.92524115441516e-05
1.25892541179416e+04	-1.70966364561871e-06,-5.28374231236639e-05
1.28824955169313e+04	-1.87762652610435e-06,-5.66865787674672e-05
1.31825673855640e+04	-2.06226885904337e-06,-6.08197361783308e-05
1.34896288259165e+04	-2.26527282389711e-06,-6.52582949360014e-05
1.38038426460288e+04	-2.48849410898692e-06,-7.00253222919809e-05
1.41253754462275e+04	-2.73398039002629e-06,-7.51456899770381e-05
1.44543977074592e+04	-3.00399186487494e-06,-8.06462230773822e-05
1.47910838816820e+04	-3.30102408674845e-06,-8.65558621478289e-05
1.51356124843620e+04	-3.62783336870062e-06,-9.29058398560213e-05
1.54881661891248e+04	-3.98746506695139e-06,-9.97298735925065e-05
1.58489319246111e+04	-4.38328509018613e-06,-1.07064375639345e-04
1.62181009735893e+04	-4.81901502701264e-06,-1.14948682667087e-04
1.65958690743756e+04	-5.29877133517221e-06,-1.23425306529132e-04
1.69824365246174e+04	-5.82710909482823e-06,-1.32540208546625e-04
1.73780082874937e+04	-6.40907089543513e-06,-1.42343099729668e-04
1.77827941003892e+04	-7.05024150265052e-06,-1.52887769665691e-04
1.81970085860998e+04	-7.75680904003740e-06,-1.64232447127982e-04
1.86208713666286e+04	-8.53563352173967e-06,-1.76440195821945e-04
1.90546071796324e+04	-9.39432368902914e-06,-1.89579349099800e-04
1.94984459975804e+04	-1.03413232381365e-05,-2.03723987943394e-04
1.99526231496887e+04	-1.13860076820520e-05,-2.18954467047757e-04
2.04173794466952e+04	-1.25387932685161e-05,-2.35357994444899e-04
2.08929613085403e+04	-1.38112595843613e-05,-2.53029270799224e-04
2.13796208950222e+04	-1.52162877176265e-05,-2.72071195296169e-04
2.18776162394954e+04	-1.67682161292941e-05,-2.92595645949689e-04
2.23872113856833e+04	-1.84830167130441e-05,-3.14724343190119e-04
2.29086765276776e+04	-2.03784939024147e-05,-3.38589806783229e-04
2.34422881531991e+04	-2.24745101301118e-05,-3.64336417498695e-04
2.39883291901948e+04	-2.47932414658903e-05,-3.92121596521986e-04
2.45470891568502e+04	-2.73594678717427e-05,-4.22117117422246e-04
2.51188643150957e+04	-3.02009032333751e-05,-4.54510567592055e-04
2.57039578276885e+04	-3.33485711760380e-05,-4.89506978512645e-04
2.63026799189537e+04	-3.68372336759566e-05,-5.27330647028171e-04
2.69153480392691e+04	-4.07058806667150e-05,-5.68227173106684e-04
2.75422870333816e+04	-4.49982902503581e-05,-6.12465743406210e-04
2.81838293126444e+04	-4.97636708015330e-05,-6.60341694453849e-04
2.88403150312660e+04	-5.50573982557782e-05,-7.12179394505257e-04
2.95120922666637e+04	-6.09418642690548e-05,-7.68335489328080e-04
3.01995172040200e+04	-6.74874538098447e-05,-8.29202564422991e-04
3.09029543251358e+04	-7.47736742029470e-05,-8.95213284776830e-04
3.16227766016837e+04	-8.28904618160504e-05,-9.66845083394663e-04
3.23593656929627e+04	-9.19396976292147e-05,-1.04462548190382e-03
3.31131121482590e+04	-1.02036969057095e-04,-1.12913814085501e-03
3.38844156139201e+04	-1.13313622859825e-04,-1.22102975444747e-03
3.46736850452530e+04	-1.25919163103011e-04,-1.32101792487269e-03
3.54813389233574e+04	-1.40024059318177e-04,-1.42990017604410e-03
3.63078054770100e+04	-1.55823043790207e-04,-1.54856429607531e-03
3.71535229097171e+04	-1.73538993919398e-04,-1.67800023363460e-03
3.80189396320560e+04	-1.93427516720985e-04,-1.81931381667353e-03
3.89045144994279e+04	-2.15782378827008e-04,-1.97374261480970e-03
3.98107170553496e+04	-2.40941958260050e-04,-2.14267433112334e-03
4.07380277804111e+04	-2.69296935597552e-04,-2.32766818820093e-03
4.16869383470334e+04	-3.01299494350987e-04,-2.53047987062850e-03
4.26579518801591e+04	-3.37474366620018e-04,-2.75309070653915e-03
4.36515832240164e+04	-3.78432144551104e-04,-2.99774192036355e-03
4.46683592150961e+04	-4.24885386432921e-04,-3.26697497552635e-03
4.57088189614873e+04	-4.77668185908177e-04,-3.56367925977717e-03
4.67735141287196e+04	-5.37760053915151e-04,-3.89114866063678e-03
4.78630092322636e+04	-6.06315199386627e-04,-4.25314895185301e-03
4.89778819368444e+04	-6.84698605334574e-04,-4.65399838738411e-03
5.01187233627270e+04	-7.74530707851633e-04,-5.09866450872461e-03
5.12861383991362e+04	-8.77743033149739e-04,-5.59288095666724e-03
5.24807460249770e+04	-9.96647883173552e-04,-6.14328909710861e-03
5.37031796370250e+04	-1.13402615613846e-03,-6.75761060035141e-03
5.49540873857622e+04	-1.29323874854678e-03,-7.44485886185219e-03
5.62341325190346e+04	-1.47836886047082e-03,-8.21559946825331e-03
5.75439937337154e+04	-1.69440513681631e-03,-9.08227300363530e-03
5.88843655355586e+04	-1.94747925105192e-03,-1.00595976502582e-02
6.02559586074355e+04	-2.24517676580017e-03,-1.11650746824368e-02
6.16595001861479e+04	-2.59694763472682e-03,-1.24196276801965e-02
6.30957344480190e+04	-3.01465369802015e-03,-1.38484169686957e-02
6.45654229034652e+04	-3.51330678345317e-03,-1.54818856900803e-02
6.60693448007593e+04	-4.11207545283830e-03,-1.73571149126637e-02
6.76082975391979e+04	-4.83567573944834e-03,-1.95195950744209e-02
6.91830970918933e+04	-5.71631921822907e-03,-2.20255640432801e-02
7.07945784384134e+04	-6.79648367845181e-03,-2.49451244964828e-02
7.24435960074987e+04	-8.13292050012747e-03,-2.83664447609355e-02
7.41310241300914e+04	-9.80255945291785e-03,-3.24014821092930e-02
7.58577575029180e+04	-1.19113908386483e-02,-3.71938668998676e-02
7.76247116628688e+04	-1.46081377425579e-02,-4.29298791193021e-02
7.94328234724277e+04	-1.81058525592127e-02,-4.98538701690130e-02
8.12830516164095e+04	-2.27170372275096e-02,-5.82900503918675e-02
8.31763771102667e+04	-2.89126614242726e-02,-6.86731923312129e-02
8.51138038202372e+04	-3.74250853737600e-02,-8.15909874079835e-02
8.70963589956076e+04	-4.94351840063062e-02,-9.78384855595220e-02
8.91250938133741e+04	-6.69285914273108e-02,-1.18472501379975e-01
9.12010839355905e+04	-9.34076376902493e-02,-1.44801811771676e-01
9.33254300796986e+04	-1.35377774157068e-01,-1.78042349830756e-01
9.54992586021431e+04	-2.05492356750164e-01,-2.17531973923883e-01
9.77237220955805e+04	-3.28390629985844e-01,-2.52999923339038e-01
9.99999999999995e+04	-5.41798790090630e-01,-2.34876605640931e-01
1.02329299228075e+05	-8.17850050123945e-01,-1.31935592949782e-02
1.04712854805089e+05	-8.39379768020444e-01,4.59898733810642e-01
1.07151930523760e+05	-5.20401491649119e-01,7.40990415510174e-01
1.09647819614318e+05	-2.39466584794350e-01,7.60035275327709e-01
1.12201845430196e+05	-7.29536985731170e-02,7.10755654165703e-01
1.14815362149688e+05	3.03241492007967e-02,6.65187518789712e-01
1.17489755493952e+05	1.06788398831886e-01,6.35408547038045e-01
1.20226443461741e+05	1.76077955869777e-01,6.19891298116176e-01
1.23026877081237e+05	2.50448810062233e-01,6.14301316885532e-01
1.25892541179416e+05	3.39758277990615e-01,6.12376047093747e-01
1.28824955169313e+05	4.53123398187976e-01,6.03678217759058e-01
1.31825673855640e+05	5.96797567129419e-01,5.69548858701101e-01
1.34896288259165e+05	7.64886747097843e-01,4.80163102983748e-01
1.38038426460288e+05	9.21890771700651e-01,3.04419172454088e-01
1.41253754462275e+05	9.99923828207749e-01,4.76016205981069e-02
1.44543977074592e+05	9.52311970489715e-01,-2.19585144257968e-01
1.47910838816820e+05	8.10689315717307e-01,-4.16600532682322e-01
1.51356124843620e+05	6.44585297587761e-01,-5.24028372141340e-01
1.54881661891247e+05	4.97746854763918e-01,-5.68580786993062e-01
1.58489319246110e+05	3.81339470050315e-01,-5.81552800151239e-01
1.62181009735892e+05	2.91290458248260e-01,-5.83737953500935e-01
1.65958690743755e+05	2.19601069195211e-01,-5.86931835879030e-01
1.69824365246173e+05	1.57898282729260e-01,-5.98178298596906e-01
1.73780082874937e+05	9.70118801629273e-02,-6.22834329102780e-01
1.77827941003891e+05	2.38523279773990e-02,-6.66094498746583e-01
1.81970085860997e+05	-8.63519241258798e-02,-7.31255881228929e-01
1.86208713666286e+05	-2.86721794360047e-01,-8.02104567143960e-01
1.90546071796324e+05	-6.51525108003251e-01,-7.55624974142381e-01
1.94984459975803e+05	-9.68258038169686e-01,-3.08091430898505e-01
1.99526231496887e+05	-7.61928634994417e-01,1.76309230936061e-01
2.04173794466952e+05	-4.48572337509769e-01,2.87893878072980e-01
2.08929613085403e+05	-2.64468270483957e-01,2.57910512859051e-01
2.13796208950222e+05	-1.66018775567735e-01,2.09470841032145e-01
2.18776162394954e+05	-1.10584169155734e-01,1.67841749143670e-01
2.23872113856833e+05	-7.72273683205905e-02,1.35383449392282e-01
2.29086765276776e+05	-5.59618765669821e-02,1.10451964020002e-01
2.34422881531991e+05	-4.17521330348926e-02,9.11787931803185e-02
2.39883291901948e+05	-3.18893930955785e-02,7.60952228463000e-02
2.45470891568501e+05	-2.48284850348856e-02,6.41314756734428e-02
2.51188643150956e+05	-1.96424580118109e-02,5.45195592653232e-02
2.57039578276885e+05	-1.57509915682324e-02,4.67053871428042e-02
2.63026799189536e+05	-1.27773823612744e-02,4.02844853692692e-02
2.69153480392690e+05	-1.04694276652583e-02,3.49574854190922e-02
2.75422870333815e+05	-8.65372926268424e-03,3.04996788699518e-02
2.81838293126444e+05	-7.20828889220292e-03,2.67401073929916e-02
2.88403150312659e+05	-6.04552370265855e-03,2.35470513292428e-02
2.95120922666637e+05	-5.10143087147577e-03,2.08178282097060e-02
3.01995172040200e+05	-4.32849617650215e-03,1.84715229838219e-02
3.09029543251357e+05	-3.69094625726318e-03,1.64437371831634e-02
3.16227766016836e+05	-3.16150482141996e-03,1.46827468731876e-02
3.23593656929626e+05	-2.71913562447577e-03,1.31466567086508e-02
3.31131121482589e+05	-2.34744599303500e-03,1.18012673946322e-02
3.38844156139200e+05	-2.03354060334067e-03,1.06184603907051e-02
3.46736850452529e+05	-1.76718727255946e-03,9.57496201473027e-03
3.54813389233573e+05	-1.54020224077186e-03,8.65138889966232e-03
3.63078054770099e+05	-1.34599199873976e-03,7.83150425128043e-03
3.71535229097170e+05	-1.17920819013982e-03,7.10163357845322e-03
3.80189396320558e+05	-1.03548514764395e-03,6.45020216358131e-03
3.89045144994278e+05	-9.11238472809707e-04,5.86736626250257e-03
3.98107170553494e+05	-8.03509164732261e-04,5.34471704709808e-03
4.07380277804110e+05	-7.09842053844965e-04,4.87504142894311e-03
4.16869383470332e+05	-6.28190298281398e-04,4.45212767699661e-03
4.26579518801589e+05	-5.56839842236581e-04,4.07060654701845e-03
4.36515832240163e+05	-4.94349280602029e-04,3.72582074188800e-03
4.46683592150960e+05	-4.39501699163873e-04,3.41371710910073e-03
4.57088189614872e+05	-3.91265886432690e-04,3.13075718937405e-03
4.67735141287195e+05	-3.48764926005925e-04,2.87384265578125e-03
4.78630092322635e+05	-3.11250636290045e-04,2.64025289688796e-03
4.89778819368442e+05	-2.78082669201276e-04,2.42759255183745e-03
5.01187233627268e+05	-2.48711340944561e-04,2.23374723852096e-03
5.12861383991361e+05	-2.22663467626100e-04,2.05684605637645e-03
5.24807460249768e+05	-1.99530631890258e-04,1.89522971434157e-03
5.37031796370248e+05	-1.78959425411792e-04,1.74742334815545e-03
5.49540873857620e+05	-1.60643304345786e-04,1.61211326179171e-03
5.62341325190345e+05	-1.44315767000216e-04,1.48812696465527e-03
5.75439937337152e+05	-1.29744619730981e-04,1.37441598646819e-03
5.88843655355584e+05	-1.16727141890599e-04,1.27004104105046e-03
6.02559586074353e+05	-1.05085996257658e-04,1.17415918278084e-03
6.16595001861477e+05	-9.46657597681863e-05,1.08601265876348e-03
6.30957344480188e+05	-8.53299721189964e-05,1.00491920826852e-03
6.45654229034650e+05	-7.69586181165874e-05,9.30263600939523e-04
6.60693448007591e+05	-6.94459744319022e-05,8.61490238216719e-04
6.76082975391976e+05	-6.26987634130569e-05,7.98096669721338e-04
6.91830970918931e+05	-5.66345663702508e-05,7.39627899032175e-04
7.07945784384132e+05	-5.11804567222173e-05,6.85671372198601e-04
7.24435960074984e+05	-4.62718199317687e-05,6.35852558151805e-04
7.41310241300911e+05	-4.18513325358024e-05,5.89831043443841e-04
7.58577575029177e+05	-3.78680770129053e-05,5.47297074905276e-04
7.76247116628685e+05	-3.42767729049700e-05,5.07968493227596e-04
7.94328234724275e+05	-3.10371076589292e-05,4.71588008440455e-04
8.12830516164092e+05	-2.81131531938531e-05,4.37920775007597e-04
8.31763771102664e+05	-2.54728563188657e-05,4.06752230007347e-04
8.51138038202369e+05	-2.30875929021985e-05,3.77886162757241e-04
8.70963589956073e+05	-2.09317771816376e-05,3.51142988422992e-04
8.91250938133738e+05	-1.89825188603763e-05,3.26358201731595e-04
9.12010839355902e+05	-1.72193216899097e-05,3.03380989980252e-04
9.33254300796983e+05	-1.56238181359371e-05,2.82072987174574e-04
9.54992586021428e+05	-1.41795354811854e-05,2.62307153406235e-04
9.77237220955802e+05	-1.28716893628991e-05,2.43966765546401e-04
9.99999999999991e+05	-1.16870012907925e-05,2.26944507032415e-04
1.02329299228075e+06	-1.06135371587631e-05,2.11141646000142e-04
1.04712854805089e+06	-9.64056416332817e-06,1.96467292295383e-04
1.07151930523760e+06	-8.75842388397572e-06,1.82837725012460e-04
1.09647819614318e+06	-7.95841957437492e-06,1.70175783179798e-04
1.12201845430195e+06	-7.23271596589860e-06,1.58410313060797e-04
1.14815362149687e+06	-6.57425010240417e-06,1.47475666280498e-04
1.17489755493952e+06	-5.97665191289449e-06,1.37311243638810e-04
1.20226443461740e+06	-5.43417339088018e-06,1.27861080041660e-04
1.23026877081237e+06	-4.94162538969122e-06,1.19073466483034e-04
1.25892541179416e+06	-4.49432116477579e-06,1.10900605452354e-04
1.28824955169312e+06	-4.08802589978993e-06,1.03298296530870e-04
1.31825673855639e+06	-3.71891154529221e-06,9.62256492844120e-05
1.34896288259164e+06	-3.38351637903409e-06,8.96448208636968e-05
1.38038426460287e+06	-3.07870876676098e-06,8.35207759924077e-05
1.41253754462274e+06	-2.80165466356340e-06,7.78210672618007e-05
1.44543977074591e+06	-2.54978844927952e-06,7.25156338623573e-05
1.47910838816819e+06	-2.32078673829760e-06,6.75766170712736e-05
1.51356124843619e+06	-2.11254484520611e-06,6.29781909821465e-05
1.54881661891247e+06	-1.92315562383854e-06,5.86964071125812e-05
1.58489319246110e+06	-1.75089042900801e-06,5.47090516587210e-05
1.62181009735891e+06	-1.59418197819161e-06,5.09955142847837e-05
1.65958690743754e+06	-1.45160891506684e-06,4.75366674422050e-05
1.69824365246173e+06	-1.32188189856562e-06,4.43147553083865e-05
1.73780082874936e+06	-1.20383106032614e-06,4.13132915205694e-05
1.77827941003890e+06	-1.09639469043860e-06,3.85169649571283e-05
1.81970085860997e+06	-9.98609026428849e-07,3.59115528875618e-05
1.86208713666285e+06	-9.09599033782450e-07,3.34838408745058e-05
1.90546071796323e+06	-8.28570078142937e-07,3.12215488669801e-05
1.94984459975803e+06	-7.54800399851394e-07,2.91132629744421e-05
1.99526231496886e+06	-6.87634310833361e-07,2.71483724566798e-05
2.04173794466951e+06	-6.26476042170732e-07,2.53170115056229e-05
2.08929613085402e+06	-5.70784178099182e-07,2.36100054322740e-05
2.13796208950221e+06	-5.20066618785604e-07,2.20188209055469e-05
2.18776162394953e+06	-4.73876020125416e-07,2.05355199202321e-05
2.23872113856832e+06	-4.31805664069105e-07,1.91527171988901e-05
2.29086765276775e+06	-3.93485717684487e-07,1.78635407575148e-05
2.34422881531990e+06	-3.58579843366471e-07,1.66615953875415e-05
2.39883291901947e+06	-3.26782126371131e-07,1.55409288274481e-05
2.45470891568501e+06	-2.97814289217659e-07,1.44960004160024e-05
2.51188643150955e+06	-2.71423165522728e-07,1.35216520363317e-05
2.57039578276884e+06	-2.47378408538690e-07,1.26130811755969e-05
2.63026799189535e+06	-2.25470412099602e-07,1.17658159392852e-05
2.69153480392689e+06	-2.05508423856939e-07,1.09756918721215e-05
2.75422870333814e+06	-1.87318832649481e-07,1.02388304494672e-05
2.81838293126442e+06	-1.70743613613783e-07,9.55161911391460e-06
2.88403150312657e+06	-1.55638916225996e-07,8.91069274170793e-06
2.95120922666635e+06	-1.41873781892427e-07,8.31291643269860e-06
3.01995172040198e+06	-1.29328978990567e-07,7.75536952585907e-06
3.09029543251356e+06	-1.17895944420073e-07,7.23533075000185e-06
3.16227766016834e+06	-1.07475821764631e-07,6.75026442633989e-06
3.23593656929625e+06	-9.79785871081911e-08,6.29780764593958e-06
3.31131121482587e+06	-8.93222543953618e-08,5.87575835100799e-06
3.38844156139199e+06	-8.14321529934848e-08,5.48206425436793e-06
3.46736850452528e+06	-7.42402708036362e-08,5.11481253644991e-06
3.54813389233571e+06	-6.76846568940800e-08,4.77222026370620e-06
3.63078054770097e+06	-6.17088781933341e-08,4.45262547656376e-06
3.71535229097168e+06	-5.62615252896566e-08,4.15447889891147e-06
3.80189396320557e+06	-5.12957628468995e-08,3.87633622468893e-06
3.89045144994276e+06	-4.67689205624693e-08,3.61685094043764e-06
3.98107170553493e+06	-4.26421209722218e-08,3.37476764571169e-06
4.07380277804108e+06	-3.88799407478975e-08,3.14891583604645e-06
4.16869383470331e+06	-3.54501024440236e-08,2.93820411576956e-06
4.26579518801588e+06	-3.23231939298865e-08,2.74161481032556e-06
4.36515832240161e+06	-2.94724129976296e-08,2.55819894999162e-06
4.46683592150958e+06	-2.68733348678526e-08,2.38707159889915e-06
4.57088189614870e+06	-2.45037005219724e-08,2.22740750516065e-06
4.67735141287193e+06	-2.23432239813480e-08,2.07843704964381e-06
4.78630092322633e+06	-2.03734168233573e-08,1.93944247254633e-06
4.89778819368441e+06	-1.85774283821854e-08,1.80975435841774e-06
5.01187233627267e+06	-1.69399002220583e-08,1.68874836165504e-06
5.12861383991359e+06	-1.54468335996484e-08,1.57584215577847e-06
5.24807460249767e+06	-1.40854687488385e-08,1.47049259097877e-06
5.37031796370247e+06	-1.28441749267858e-08,1.37219304552507e-06
5.49540873857618e+06	-1.17123502561960e-08,1.28047095764072e-06
5.62341325190343e+06	-1.06803304861862e-08,1.19488552539787e-06
5.75439937337150e+06	-9.73930587311104e-09,1.11502556305698e-06
5.88843655355582e+06	-8.88124545518593e-09,1.04050750308926e-06
6.02559586074351e+06	-8.09882805970227e-09,9.70973533873668e-07
6.16595001861475e+06	-7.38537944159798e-09,9.06089863759048e-07
6.30957344480186e+06	-6.73481500585623e-09,8.45545102831377e-07
6.45654229034648e+06	-6.14158761569406e-09,7.89048754328807e-07
6.60693448007588e+06	-5.60064003316235e-09,7.36329808206921e-07
6.76082975391974e+06	-5.10736157911853e-09,6.87135429876732e-07
6.91830970918928e+06	-4.65754863697668e-09,6.41229737621100e-07
7.07945784384130e+06	-4.24736865821184e-09,5.98392662644239e-07
7.24435960074981e+06	-3.87332735780924e-09,5.58418886126323e-07
7.41310241300909e+06	-3.53223881618741e-09,5.21116848043164e-07
7.58577575029175e+06	-3.22119822926305e-09,4.86307822871649e-07
7.76247116628683e+06	-2.93755707132790e-09,4.53825057637043e-07
7.94328234724272e+06	-2.67890045657551e-09,4.23512968070267e-07
8.12830516164090e+06	-2.44302650391738e-09,3.95226388933455e-07
8.31763771102661e+06	-2.22792752761769e-09,3.68829874842071e-07
8.51138038202366e+06	-2.03177289157558e-09,3.44197048163088e-07
8.70963589956070e+06	-1.85289337982197e-09,3.21209990802511e-07
8.91250938133735e+06	-1.68976694886212e-09,2.99758676913056e-07
9.12010839355899e+06	-1.54100573938006e-09,2.79740443755388e-07
9.33254300796980e+06	-1.40534423579478e-09,2.61059498134763e-07
9.54992586021424e+06	-1.28162847200997e-09,2.43626456010489e-07
9.77237220955799e+06	-1.16880619068974e-09,2.27357913039045e-07
1.00000000000000e+07	-1.06591787175058e-09,2.12176043963854e-07
