time	V(n003)
2.165807855742546e-05	5.219322e-03
2.185807855742536e-05	5.109644e-03
2.205807855742525e-05	4.631930e-03
2.225807855742515e-05	3.847456e-03
2.245807855742504e-05	2.835711e-03
2.265807855742494e-05	1.687254e-03
2.285807855742484e-05	4.962677e-04
2.305807855742473e-05	-6.466277e-04
2.325807855742463e-05	-1.660785e-03
2.345807855742453e-05	-2.480755e-03
2.365807855742442e-05	-3.060018e-03
2.385807855742432e-05	-3.373065e-03
2.405807855742422e-05	-3.415781e-03
2.425807855742411e-05	-3.204223e-03
2.445807855742401e-05	-2.772013e-03
2.465807855742391e-05	-2.166613e-03
2.485807855742380e-05	-1.444853e-03
2.505807855742370e-05	-6.680858e-04
2.525807855742359e-05	1.026492e-04
2.545807855742349e-05	8.110908e-04
2.565807855742339e-05	1.409556e-03
2.585807855742328e-05	1.861837e-03
2.605807855742318e-05	2.145051e-03
2.625807855742308e-05	2.250375e-03
2.645807855742297e-05	2.182697e-03
2.665807855742287e-05	1.959284e-03
2.685807855742277e-05	1.607629e-03
2.705807855742266e-05	1.162706e-03
2.725807855742256e-05	6.638643e-04
2.745807855742246e-05	1.516256e-04
2.765807855742235e-05	-3.353826e-04
2.785807855742225e-05	-7.631315e-04
2.805807855742215e-05	-1.104368e-03
2.825807855742204e-05	-1.340139e-03
2.845807855742194e-05	-1.460593e-03
2.865807855742183e-05	-1.465061e-03
2.885807855742173e-05	-1.361452e-03
2.905807855742163e-05	-1.165065e-03
2.925807855742152e-05	-8.969329e-04
2.945807855742142e-05	-5.818739e-04
2.965807855742132e-05	-2.463946e-04
2.985807855742121e-05	8.337946e-05
3.005807855742111e-05	3.835977e-04
3.025807855742101e-05	6.342776e-04
3.045807855742090e-05	8.204997e-04
3.065807855742080e-05	9.331451e-04
3.085807855742070e-05	9.691543e-04
3.105807855742059e-05	9.313222e-04
3.125807855742049e-05	8.276762e-04
3.145807855742038e-05	6.705141e-04
3.165807855742028e-05	4.751969e-04
3.185807855742018e-05	2.588007e-04
3.205807855742007e-05	3.873911e-05
3.225807855741997e-05	-1.685414e-04
3.245807855741987e-05	-3.487027e-04
3.265807855741976e-05	-4.904196e-04
3.285807855741966e-05	-5.859991e-04
3.305807855741956e-05	-6.316882e-04
3.325807855741945e-05	-6.276697e-04
3.345807855741935e-05	-5.777701e-04
3.365807855741925e-05	-4.889182e-04
3.385807855741914e-05	-3.704161e-04
3.405807855741904e-05	-2.330859e-04
3.425807855741893e-05	-8.836586e-05
3.445807855741883e-05	5.257463e-05
3.465807855741873e-05	1.796375e-04
3.485807855741862e-05	2.844626e-04
3.505807855741852e-05	3.609193e-04
3.525807855741842e-05	4.053990e-04
3.545807855741831e-05	4.169012e-04
3.565807855741821e-05	3.969224e-04
3.585807855741811e-05	3.491679e-04
3.605807855741800e-05	2.791232e-04
3.625807855741790e-05	1.935234e-04
3.645807855741780e-05	9.976933e-05
3.665807855741769e-05	5.336127e-06
3.685807855741759e-05	-8.278221e-05
3.705807855741748e-05	-1.585529e-04
3.725807855741738e-05	-2.172798e-04
3.745807855741728e-05	-2.558540e-04
3.765807855741717e-05	-2.728697e-04
3.785807855741707e-05	-2.686065e-04
3.805807855741697e-05	-2.448895e-04
3.825807855741686e-05	-2.048448e-04
3.845807855741676e-05	-1.525775e-04
3.865807855741666e-05	-9.280016e-05
3.885807855741655e-05	-3.040009e-05
3.905030227643077e-05	2.754721e-05
3.925030227643067e-05	8.152852e-05
3.945030227643057e-05	1.257189e-04
3.965030227643046e-05	1.575236e-04
3.985030227643036e-05	1.754830e-04
4.005030227643026e-05	1.792596e-04
4.025030227643015e-05	1.695830e-04
4.045030227643005e-05	1.481204e-04
4.065030227642995e-05	1.172876e-04
4.085030227642984e-05	8.001803e-05
4.105030227642974e-05	3.951007e-05
4.125030227642964e-05	-1.026783e-06
4.145030227642953e-05	-3.860888e-05
4.165030227642943e-05	-7.068183e-05
4.185030227642932e-05	-9.527790e-05
4.205030227642922e-05	-1.111190e-04
4.225030227642912e-05	-1.176619e-04
4.245030227642901e-05	-1.150858e-04
4.265030227642891e-05	-1.042278e-04
4.285030227642881e-05	-8.647473e-05
4.305030227642870e-05	-6.362222e-05
4.325030227642860e-05	-3.771331e-05
4.345030227642850e-05	-1.087072e-05
4.365030227642839e-05	1.486487e-05
4.385030227642829e-05	3.767918e-05
4.405030227642819e-05	5.610165e-05
4.425030227642808e-05	6.908920e-05
4.445030227642798e-05	7.607260e-05
4.465030227642787e-05	7.696464e-05
4.485030227642777e-05	7.213239e-05
4.505030227642767e-05	6.233784e-05
4.525030227642756e-05	4.865387e-05
4.565030227642736e-05	1.484926e-05
4.585030227642725e-05	-2.512927e-06
4.605030227642715e-05	-1.845709e-05
4.625030227642705e-05	-3.191122e-05
4.645030227642694e-05	-4.206257e-05
4.665030227642684e-05	-4.839910e-05
4.685030227642674e-05	-5.072569e-05
4.705030227642663e-05	-4.915602e-05
4.725030227642653e-05	-4.408229e-05
4.745030227642642e-05	-3.612657e-05
4.785030227642622e-05	-1.482641e-05
4.805030227642611e-05	-3.282785e-06
4.825030227642601e-05	7.682379e-06
4.845030227642591e-05	1.730366e-05
4.865030227642580e-05	2.496883e-05
4.885030227642570e-05	3.025305e-05
4.905030227642560e-05	3.293675e-05
4.925030227642549e-05	3.300726e-05
4.945030227642539e-05	3.064499e-05
4.985030227642518e-05	2.018944e-05
4.999999999999991e-05	1.501587e-05
