time	V(n003)
9.654074550932267e-06	1.011193e+00
9.854074550932164e-06	1.014396e+00
1.005407455093206e-05	1.014441e+00
1.025407455093196e-05	1.011653e+00
1.045407455093185e-05	1.006470e+00
1.065407455093175e-05	9.994107e-01
1.085407455093165e-05	9.910502e-01
1.105407455093154e-05	9.819844e-01
1.125407455093144e-05	9.728018e-01
1.145407455093134e-05	9.640551e-01
1.165407455093123e-05	9.562365e-01
1.185407455093113e-05	9.497576e-01
1.205407455093102e-05	9.449345e-01
1.225407455093092e-05	9.419777e-01
1.245407455093082e-05	9.409893e-01
1.265407455093071e-05	9.419639e-01
1.285407455093061e-05	9.447962e-01
1.305407455093051e-05	9.492923e-01
1.325407455093040e-05	9.551845e-01
1.345407455093030e-05	9.621496e-01
1.365407455093020e-05	9.698277e-01
1.385407455093009e-05	9.778430e-01
1.405407455092999e-05	9.858229e-01
1.425407455092989e-05	9.934163e-01
1.445407455092978e-05	1.000310e+00
1.465407455092968e-05	1.006242e+00
1.485407455092957e-05	1.011011e+00
1.505407455092947e-05	1.014483e+00
1.525407455092937e-05	1.016594e+00
1.545407455092926e-05	1.017348e+00
1.565407455092916e-05	1.016817e+00
1.585407455092906e-05	1.015126e+00
1.605407455092895e-05	1.012451e+00
1.625407455092885e-05	1.009004e+00
1.645407455092875e-05	1.005020e+00
1.665407455092864e-05	1.000746e+00
1.685407455092854e-05	9.964259e-01
1.705407455092844e-05	9.922917e-01
1.725407455092833e-05	9.885505e-01
1.745407455092823e-05	9.853768e-01
1.765407455092812e-05	9.829059e-01
1.785407455092802e-05	9.812295e-01
1.805407455092792e-05	9.803940e-01
1.825407455092781e-05	9.804010e-01
1.845407455092771e-05	9.812100e-01
1.865407455092761e-05	9.827425e-01
1.885407455092750e-05	9.848890e-01
1.905407455092740e-05	9.875157e-01
1.925407455092730e-05	9.904726e-01
1.945407455092719e-05	9.936022e-01
1.965407455092709e-05	9.967474e-01
1.985407455092699e-05	9.997594e-01
2.005407455092688e-05	1.002504e+00
2.025407455092678e-05	1.004870e+00
2.045407455092667e-05	1.006767e+00
2.065407455092657e-05	1.008138e+00
2.085407455092647e-05	1.008950e+00
2.105407455092636e-05	1.009202e+00
2.125407455092626e-05	1.008919e+00
2.145407455092616e-05	1.008153e+00
2.165407455092605e-05	1.006973e+00
2.185407455092595e-05	1.005466e+00
2.205407455092585e-05	1.003729e+00
2.225407455092574e-05	1.001865e+00
2.245407455092564e-05	9.999751e-01
2.265407455092554e-05	9.981574e-01
2.285407455092543e-05	9.964992e-01
2.305407455092533e-05	9.950750e-01
2.325407455092523e-05	9.939429e-01
2.345407455092512e-05	9.931431e-01
2.365407455092502e-05	9.926971e-01
2.385407455092491e-05	9.926072e-01
2.405407455092481e-05	9.928585e-01
2.425407455092471e-05	9.934195e-01
2.445407455092460e-05	9.942456e-01
2.465407455092450e-05	9.952819e-01
2.485407455092440e-05	9.964661e-01
2.505407455092429e-05	9.977324e-01
2.525407455092419e-05	9.990148e-01
2.545407455092409e-05	1.000251e+00
2.565407455092398e-05	1.001383e+00
2.585407455092388e-05	1.002363e+00
2.605407455092378e-05	1.003153e+00
2.625407455092367e-05	1.003727e+00
2.645407455092357e-05	1.004070e+00
2.665407455092346e-05	1.004180e+00
2.685407455092336e-05	1.004066e+00
2.705407455092326e-05	1.003749e+00
2.725407455092315e-05	1.003256e+00
2.745407455092305e-05	1.002623e+00
2.765407455092295e-05	1.001890e+00
2.785407455092284e-05	1.001100e+00
2.805407455092274e-05	1.000296e+00
2.825407455092264e-05	9.995177e-01
2.845407455092253e-05	9.988031e-01
2.865407455092243e-05	9.981839e-01
2.885407455092233e-05	9.976850e-01
2.905407455092222e-05	9.973240e-01
2.925407455092212e-05	9.971107e-01
2.945407455092201e-05	9.970472e-01
2.965407455092191e-05	9.971278e-01
2.985407455092181e-05	9.973401e-01
3.005407455092170e-05	9.976661e-01
3.025407455092160e-05	9.980832e-01
3.045407455092150e-05	9.985656e-01
3.065407455092139e-05	9.990858e-01
3.085407455092129e-05	9.996163e-01
3.105407455092119e-05	1.000131e+00
3.125407455092108e-05	1.000605e+00
3.145407455092098e-05	1.001017e+00
3.165407455092088e-05	1.001353e+00
3.185407455092077e-05	1.001599e+00
3.205407455092067e-05	1.001749e+00
3.225407455092057e-05	1.001803e+00
3.245407455092046e-05	1.001762e+00
3.265407455092036e-05	1.001635e+00
3.285407455092025e-05	1.001434e+00
3.305407455092015e-05	1.001173e+00
3.325407455092005e-05	1.000868e+00
3.345407455091994e-05	1.000537e+00
3.365407455091984e-05	1.000198e+00
3.385407455091974e-05	9.998688e-01
3.405407455091963e-05	9.995643e-01
3.425407455091953e-05	9.992985e-01
3.445407455091943e-05	9.990819e-01
3.465407455091932e-05	9.989224e-01
3.485407455091922e-05	9.988245e-01
3.505407455091912e-05	9.987893e-01
3.525407455091901e-05	9.988148e-01
3.545407455091891e-05	9.988961e-01
3.565407455091880e-05	9.990259e-01
3.585407455091870e-05	9.991952e-01
3.605407455091860e-05	9.993930e-01
3.625407455091849e-05	9.996080e-01
3.645407455091839e-05	9.998287e-01
3.665407455091829e-05	1.000044e+00
3.685407455091818e-05	1.000243e+00
3.705407455091808e-05	1.000418e+00
3.725407455091798e-05	1.000562e+00
3.745407455091787e-05	1.000668e+00
3.765407455091777e-05	1.000735e+00
3.785407455091767e-05	1.000761e+00
3.805407455091756e-05	1.000748e+00
3.825407455091746e-05	1.000699e+00
3.845407455091735e-05	1.000617e+00
3.865407455091725e-05	1.000510e+00
3.885407455091715e-05	1.000384e+00
