Freq.	V(n003)
7.07945784384134e+05	4.53633516821112e-01,5.95074576552590e-01
7.94328234724277e+05	5.12863735212644e-01,5.83847089136161e-01
8.91250938133740e+05	5.71108195375957e-01,5.68012188156259e-01
9.99999999999994e+05	6.27079949775694e-01,5.47511996440762e-01
1.12201845430196e+06	6.79625952541128e-01,5.22764028088068e-01
1.25892541179416e+06	7.27852503393314e-01,4.94526168972008e-01
1.41253754462275e+06	7.71187709209107e-01,4.63748676691052e-01
1.58489319246110e+06	8.09384850197332e-01,4.31436461318860e-01
1.77827941003891e+06	8.42481429962029e-01,3.98540002797294e-01
1.99526231496887e+06	8.70733476995328e-01,3.65883382104456e-01
2.23872113856832e+06	8.94543202027436e-01,3.34128364816844e-01
2.51188643150956e+06	9.14392911821149e-01,3.03767323566996e-01
2.81838293126443e+06	9.30792038971635e-01,2.75135540088948e-01
3.16227766016836e+06	9.44239201901611e-01,2.48434055574305e-01
3.54813389233573e+06	9.55198065828324e-01,2.23756300574078e-01
3.98107170553494e+06	9.64084291292059e-01,2.01114090453568e-01
4.46683592150960e+06	9.71260531848897e-01,1.80460580429673e-01
5.01187233627269e+06	9.77036759211416e-01,1.61709213669538e-01
5.62341325190345e+06	9.81673767170126e-01,1.44748590741222e-01
6.30957344480189e+06	9.85388304321296e-01,1.29453663942149e-01
7.07945784384133e+06	9.88358799841085e-01,1.15693854886754e-01
7.94328234724276e+06	9.90731041782491e-01,1.03338722900038e-01
8.91250938133739e+06	9.92623448422867e-01,9.22617559229113e-02
9.99999999999993e+06	9.94131760694123e-01,8.23427654045056e-02
1.12201845430195e+07	9.95333101391199e-01,7.34692705789207e-02
1.25892541179416e+07	9.96289415676256e-01,6.55371697212552e-02
1.41253754462274e+07	9.97050343825455e-01,5.84509219945669e-02
1.58489319246110e+07	9.97655593148668e-01,5.21234042381311e-02
1.77827941003891e+07	9.98136879769936e-01,4.64755611949375e-02
1.99526231496886e+07	9.98519507900540e-01,4.14359330852297e-02
2.23872113856832e+07	9.98823647789896e-01,3.69401188419198e-02
2.51188643150956e+07	9.99065365775889e-01,3.29302146904379e-02
2.81838293126443e+07	9.99257451966944e-01,2.93542543746834e-02
3.16227766016835e+07	9.99410083706988e-01,2.61656678448984e-02
3.54813389233572e+07	9.99531356393676e-01,2.33227685857823e-02
3.98107170553494e+07	9.99627707533328e-01,2.07882751847800e-02
4.46683592150959e+07	9.99704255104724e-01,1.85288696357974e-02
5.01187233627268e+07	9.99765067295163e-01,1.65147928139085e-02
5.62341325190344e+07	9.99813377368658e-01,1.47194762310371e-02
6.30957344480188e+07	9.99851754726729e-01,1.31192083676168e-02
7.07945784384132e+07	9.99882241029912e-01,1.16928334112939e-02
7.94328234724274e+07	9.99906458476396e-01,1.04214800077112e-02
8.91250938133737e+07	9.99925695907743e-01,9.28831756064064e-03
1.00000000000000e+08	9.99940977266243e-01,8.27833765349094e-03
