Freq.	V(n003)
1.41253754462275e+05	-1.29274876977738e-01,-7.42192136379390e-01
1.58489319246111e+05	-4.44925159226202e-01,-7.85753606713715e-01
1.77827941003891e+05	-9.16935574693047e-01,-3.58634625200306e-01
1.99526231496887e+05	-5.91870716784219e-01,2.40731534018681e-01
2.23872113856833e+05	-2.40286884019781e-01,2.39919681420732e-01
2.51188643150957e+05	-1.06209710349054e-01,1.59890868219312e-01
2.81838293126444e+05	-5.22442028739198e-02,1.03481078241167e-01
3.16227766016836e+05	-2.76566175316501e-02,6.78360964076084e-02
3.54813389233574e+05	-1.53733051725803e-02,4.51917181229208e-02
3.98107170553495e+05	-8.83479384169644e-03,3.05178967918997e-02
4.46683592150961e+05	-5.19735260813780e-03,2.08287759845795e-02
5.01187233627269e+05	-3.10946664382446e-03,1.43324294319991e-02
5.62341325190346e+05	-1.88352809835575e-03,9.92427662965584e-03
6.30957344480190e+05	-1.15154857657333e-03,6.90518560682634e-03
7.07945784384134e+05	-7.08989080496437e-04,4.82252860947699e-03
7.94328234724277e+05	-4.38861617553859e-04,3.37781385228474e-03
8.91250938133740e+05	-2.72780076512469e-04,2.37126982404335e-03
9.99999999999994e+05	-1.70095106064091e-04,1.66761956010539e-03
1.12201845430196e+06	-1.06330509232192e-04,1.17440573113685e-03
1.25892541179416e+06	-6.66000645253843e-05,8.27971918438252e-04
1.41253754462275e+06	-4.17791162854714e-05,5.84236333446662e-04
1.58489319246110e+06	-2.62403381297740e-05,4.12532367495397e-04
1.77827941003891e+06	-1.64965838386847e-05,2.91448558868048e-04
1.99526231496887e+06	-1.03787695840196e-05,2.05992447330720e-04
2.23872113856832e+06	-6.53365908688244e-06,1.45642320601195e-04
2.51188643150956e+06	-4.11501899604937e-06,1.03000728723669e-04
2.81838293126443e+06	-2.59268288958884e-06,7.28593512628520e-05
3.16227766016836e+06	-1.63401292058106e-06,5.15470130651940e-05
3.54813389233573e+06	-1.03006226088007e-06,3.64736970278825e-05
3.98107170553494e+06	-6.49459827667564e-07,2.58108410091981e-05
4.46683592150960e+06	-4.09548404975562e-07,1.82667424741827e-05
5.01187233627269e+06	-2.58290883081468e-07,1.29285284792526e-05
5.62341325190345e+06	-1.62912088357687e-07,9.15082274355175e-06
6.30957344480189e+06	-1.02761305580448e-07,6.47723265240905e-06
7.07945784384133e+06	-6.48233359477371e-08,4.58493715931284e-06
7.94328234724276e+06	-4.08934129187255e-08,3.24555388150710e-06
8.91250938133739e+06	-2.57983180731023e-08,2.29748893253569e-06
9.99999999999993e+06	-1.62757937442345e-08,1.62639231752136e-06
1.12201845430195e+07	-1.02684073200573e-08,1.15133838434828e-06
1.25892541179416e+07	-6.47846384472637e-09,8.15051867605192e-07
1.41253754462274e+07	-4.08740223573301e-09,5.76993815827498e-07
1.58489319246110e+07	-2.57886014157187e-09,4.08469814271255e-07
1.77827941003891e+07	-1.62709245341171e-09,2.89168564535759e-07
1.99526231496886e+07	-1.02659671946300e-09,2.04712338125208e-07
2.23872113856832e+07	-6.47724098871450e-10,1.44923365303359e-07
2.51188643150956e+07	-4.08678939719067e-10,1.02596833136001e-07
2.81838293126443e+07	-2.57855301115032e-10,7.26324037182698e-08
3.16227766016835e+07	-1.62693853010666e-10,5.14194712378756e-08
3.54813389233572e+07	-1.02651957767154e-10,3.64020107619158e-08
3.98107170553494e+07	-6.47685437427012e-11,2.57705448285175e-08
4.46683592150959e+07	-4.08659563509352e-11,1.82440893959092e-08
5.01187233627268e+07	-2.57845590170370e-11,1.29157929004308e-08
5.62341325190344e+07	-1.62688986074575e-11,9.14366242270349e-09
6.30957344480188e+07	-1.02649518546954e-11,6.47320674285250e-09
7.07945784384132e+07	-6.47673212470422e-12,4.58267350747393e-09
7.94328234724274e+07	-4.08653436558441e-12,3.24428106313521e-09
8.91250938133737e+07	-2.57842519437220e-12,2.29677323070966e-09
1.00000000000000e+08	-1.62687447068856e-12,1.62598987406261e-09
